,platform,benchmark,n,time_mili
763,effekt,scheduler,2700,1494905.0
764,effekt,scheduler,3000,1723767.0
765,lexa,interruptible_iterator,0,0.0
766,lexa,interruptible_iterator,300,19.0
767,lexa,interruptible_iterator,600,36.0
768,lexa,interruptible_iterator,900,57.0
769,lexa,interruptible_iterator,1200,77.0
770,lexa,interruptible_iterator,1500,90.0
771,lexa,interruptible_iterator,1800,104.0
772,lexa,interruptible_iterator,2100,129.0
773,lexa,interruptible_iterator,2400,155.0
774,lexa,interruptible_iterator,2700,168.0
775,lexa,interruptible_iterator,3000,178.0
776,ocaml,interruptible_iterator,0,60.0
777,ocaml,interruptible_iterator,300,1700.0
778,ocaml,interruptible_iterator,600,6250.0
779,ocaml,interruptible_iterator,900,13760.0
780,ocaml,interruptible_iterator,1200,24280.0
781,ocaml,interruptible_iterator,1500,38010.0
782,ocaml,interruptible_iterator,1800,56440.0
783,ocaml,interruptible_iterator,2100,82710.0
784,ocaml,interruptible_iterator,2400,122070.0
785,ocaml,interruptible_iterator,2700,169410.0
786,ocaml,interruptible_iterator,3000,229640.0
787,koka,interruptible_iterator,0,
788,koka,interruptible_iterator,300,
789,koka,interruptible_iterator,600,
790,koka,interruptible_iterator,900,
791,koka,interruptible_iterator,1200,
792,koka,interruptible_iterator,1500,
793,koka,interruptible_iterator,1800,
794,koka,interruptible_iterator,2100,
795,koka,interruptible_iterator,2400,
796,koka,interruptible_iterator,2700,
797,koka,interruptible_iterator,3000,
798,koka_named,interruptible_iterator,0,0.0
799,koka_named,interruptible_iterator,300,102.0
800,koka_named,interruptible_iterator,600,207.0
801,koka_named,interruptible_iterator,900,313.0
802,koka_named,interruptible_iterator,1200,416.0
803,koka_named,interruptible_iterator,1500,514.0
804,koka_named,interruptible_iterator,1800,630.0
805,koka_named,interruptible_iterator,2100,730.0
806,koka_named,interruptible_iterator,2400,839.0
807,koka_named,interruptible_iterator,2700,963.0
808,koka_named,interruptible_iterator,3000,1212.0
809,effekt,interruptible_iterator,0,13804.0
810,effekt,interruptible_iterator,300,56159.0
811,effekt,interruptible_iterator,600,83678.0
812,effekt,interruptible_iterator,900,136548.0
813,effekt,interruptible_iterator,1200,219915.0
814,effekt,interruptible_iterator,1500,357726.0
815,effekt,interruptible_iterator,1800,568262.0
816,effekt,interruptible_iterator,2100,773537.0
817,effekt,interruptible_iterator,2400,942782.0
818,effekt,interruptible_iterator,2700,1040392.0
819,effekt,interruptible_iterator,3000,1191120.0
